,Date,Close,High,Low,Open,Volume
0,2007-10-05,30.89622688293457,33.62959151464446,25.53699027102444,27.579336070196753,855215656
1,2007-10-08,29.314563751220703,31.940435853510763,29.130291220861363,31.940435853510763,126671715
2,2007-10-09,31.310855865478516,31.58726271412671,27.74826713407735,29.329932479942325,116725709
3,2007-10-10,31.60260772705078,32.247559585247785,31.326200977987867,32.124710521273876,67931378
4,2007-10-11,35.134490966796875,36.854361620061205,31.326208626724917,36.854361620061205,106320954
5,2007-10-12,34.904151916503906,36.20941028675012,34.09028576581861,34.39740538234713,99410791
6,2007-10-15,35.36481857299805,35.84085630609194,35.05769906735355,35.625870985910844,41814972
7,2007-10-16,38.97347640991211,39.58771964423249,35.165195016807544,35.41088897807548,138614496
8,2007-10-17,42.01395797729492,42.996737867348905,32.58538567998248,35.011630953483305,204876259
9,2007-10-18,40.53978729248047,45.899024889583366,38.80456273823558,42.6896240555813,146617799
10,2007-10-19,40.40158462524414,42.0446749285371,38.38994922315784,39.61842733170208,110266491
11,2007-10-22,39.86414337158203,41.1079763493526,38.543526311938024,39.58773650603047,72253405
12,2007-10-23,42.704986572265625,43.08888603056992,40.846910694727455,40.846910694727455,74594921
13,2007-10-24,42.044677734375,44.07166758185854,41.56863993620077,43.6109840948357,63055170
14,2007-10-25,41.952545166015625,42.93532952042755,37.05398603838048,40.61657411615367,34522489
15,2007-10-26,43.21174240112305,43.90276157602293,41.537938733468245,42.68963735830138,62370025
16,2007-10-29,44.08700180053711,45.146565423204414,43.70310254095816,43.918087792551795,43657697
17,2007-10-30,45.0698127746582,46.28293266780199,43.36529653396666,44.68591328336408,79921711
18,2007-10-31,46.00651931762695,47.0200163297061,45.14658624577994,45.300146020436586,44655368
19,2007-11-01,44.9776725769043,47.49605480409117,44.6091315795245,47.142868119511235,50632492
20,2007-11-02,45.791534423828125,46.067945353428755,42.99674566407308,43.34993648176822,32001693
21,2007-11-05,46.72825241088867,47.75710376325044,45.4844157017078,45.760826636353954,38833135
22,2007-11-06,47.342491149902344,50.336906816404685,46.69753925015596,47.54211802788739,81880281
23,2007-11-07,46.65147018432617,48.893441179065206,45.60726457260628,48.2177806846937,33593141
24,2007-11-08,45.85294723510742,47.096783575300584,44.839454660645764,45.45369359439813,27990521
25,2007-11-12,46.958595275878906,47.787819805112,43.25780185091003,44.4709258537555,35153735
26,2007-11-13,48.07958984375,49.04701586398337,46.2368720278477,47.75711589219776,43830531
27,2007-11-14,47.449989318847656,49.599826456419414,47.204291146636685,48.9241616898093,36738579
28,2007-11-15,48.24850845336914,49.093087457759275,47.34250385515632,48.34064267852648,29242252
29,2007-11-16,47.91065216064453,49.00092466625391,47.357834588254526,48.03349912153966,18895294
30,2007-11-19,49.6458854675293,51.44253561554027,48.63239264843356,49.00093359829775,40716718
31,2007-11-20,48.87808609008789,50.82829598765868,48.27920132532411,49.446258067965644,26342171
32,2007-11-21,45.0698127746582,49.46162128883253,43.97953572003725,49.16986017479464,26814499
33,2007-11-22,43.51885223388672,46.40577946912177,41.630067747633426,44.59377070832403,34096185
34,2007-11-23,46.40578079223633,46.68218757471451,43.79526025716782,46.375068001833014,27664090
35,2007-11-26,46.77432632446289,48.12565174330723,46.40578530054691,48.12565174330723,20159123
36,2007-11-27,45.62261962890625,47.572829589385215,45.146585996331076,47.572829589385215,20573198
37,2007-11-28,44.94696044921875,46.83574923027845,44.63984086408072,46.62076385445144,16435311
38,2007-11-29,43.73384094238281,46.313644645374836,43.165668872148764,46.067950641499785,25530967
39,2007-11-30,45.42299270629883,45.69939946573559,43.91810775774273,44.5323468523024,18437721
40,2007-12-03,46.06794357299805,46.6361155560538,45.6226185730306,45.97580521150028,16851227
41,2007-12-04,45.46905517578125,46.75895880925342,45.1312228750552,46.37505941424087,14008727
42,2007-12-05,47.281070709228516,47.449988982471595,45.45371165459242,45.54584586503335,27725290
43,2007-12-06,46.40578079223633,49.03165147414278,45.80689595888709,48.30991964475611,24104710
44,2007-12-07,46.20614242553711,47.35784064159286,45.37692220932205,46.697534497502595,11742386
45,2007-12-10,46.25222396850586,46.820391882270265,45.65333909679474,46.65147777259589,8330010
46,2007-12-11,46.037235260009766,46.927881180927656,45.8068955822426,46.666828713009714,11685950
47,2007-12-12,46.00651931762695,46.421131542314995,45.14658624577994,45.45370579509323,16342131
48,2007-12-13,45.23872375488281,46.68218740851715,45.06980965662967,46.06794826494097,14620172
49,2007-12-14,44.793399810791016,45.49977734261516,44.56306012628713,45.08516507739297,10991851
50,2007-12-17,42.090736389160156,45.30013668427043,41.461138943479995,45.05443859611184,19355678
51,2007-12-18,41.90646743774414,43.30385955204663,40.60120951087314,41.614702234919456,21607783
52,2007-12-19,41.1386833190918,43.62635308767433,40.78549658729507,43.25780787544859,19526912
53,2007-12-20,40.724063873291016,42.01396772487502,40.53979129941105,41.67613536702438,17105204
54,2007-12-24,41.9679069519043,42.62821328944269,41.000476834532,41.338309243330556,16711519
55,2007-12-26,43.242454528808594,43.764559563555736,42.19824862489086,42.19824862489086,20930094
56,2007-12-27,43.54956817626953,44.747333729956246,43.18102300640778,44.133094557237314,44565277
57,2007-12-28,43.88740158081055,44.07167417005115,42.99675142707695,43.457430817390424,18354518
58,2007-12-31,44.20986557006836,44.47091799913188,43.67240640193912,44.22522404564571,11982308
59,2008-01-01,45.02373123168945,45.43834342081418,44.02559278203646,44.44020497116119,16687746
60,2008-01-02,44.77804946899414,45.36157588836957,44.11774314797519,45.02374348802287,13437280
61,2008-01-03,46.62076950073242,46.80504210724786,43.964185600662475,44.50164493974619,31815218
62,2008-01-04,46.37507247924805,47.91067049191425,46.067952876714806,47.29643128684777,28011310
63,2008-01-07,45.99116516113281,47.050725110483356,45.49977304746312,46.0832993600066,15858063
64,2008-01-08,44.42483901977539,46.68216775519117,43.88737999541802,46.037216092847515,13282666
65,2008-01-09,43.718467712402344,44.67053894593334,43.61097505988561,44.470912114444886,13113527
66,2008-01-10,42.67426681518555,45.14658142236313,42.38250160827964,43.91810335635937,18023003
67,2008-01-11,43.319217681884766,43.73382985317328,41.614701903381956,43.257792113703154,11629440
68,2008-01-14,43.97954177856445,44.44022123157961,42.70499612500451,43.396015304527246,10264240
69,2008-01-15,42.64356231689453,44.87017924420134,42.29037563740241,44.685910830953866,11558334
70,2008-01-16,41.76826477050781,42.68962336843481,40.708704882236916,42.33643673901118,14834065
71,2008-01-17,42.889259338378906,43.84133083237323,41.03118345247894,41.92182936663786,16169395
72,2008-01-18,40.892982482910156,42.58214012095851,40.53979164431215,42.53606885291476,13254156
73,2008-01-21,33.936729431152344,40.53980186237381,29.560272364879935,40.53980186237381,33202389
74,2008-01-22,30.527685165405273,32.24755516287913,24.24708985432898,30.589108647574903,58755707
75,2008-01-23,33.936729431152344,35.24198793499845,31.019092775496347,31.019092775496347,28425991
76,2008-01-24,34.01350021362305,36.4243896361504,32.4011224945894,35.76408340337557,29911930
77,2008-01-25,35.76408767700195,35.93300179199767,34.32062388029307,35.62588218976822,12550722
78,2008-01-28,36.14797592163086,36.424382644436236,32.401116275147174,35.272684494768086,13601109
79,2008-01-29,35.54909896850586,36.76222295022257,35.011639714809355,36.240118008972786,7679877
80,2008-01-30,33.583534240722656,35.7794383394471,33.13820919670669,35.62587855400377,9016102
